AGORA ID,Official name,Casual name,Link to document,Collections,Short summary,Long summary,Tags,Applications: Agriculture and resource extraction,"Applications: Arts, sports, leisure, travel, and lifestyle",Applications: Broadcasting and media production,Applications: Business services and analytics,Applications: Construction and field services,Applications: Consumer goods,Applications: Education,Applications: Energy and utilities,Applications: Finance and investment,Applications: Government: benefits and welfare,Applications: Government: judicial and law enforcement,Applications: Government: military and public safety,Applications: Government: other applications/unspecified,Applications: Manufacturing and process automation,"Applications: Medicine, life sciences and public health",Applications: Networking and telecommunications,"Applications: Sales, retail, and customer relations",Applications: Security,Applications: Transportation,Harms: Detrimental content,Harms: Discrimination,Harms: Ecological harm,Harms: Financial loss,Harms: Harm to health/safety,Harms: Harm to infrastructure,Harms: Harm to property,"Harms: Violation of civil or human rights, including privacy",Incentives: Access to business opportunities,Incentives: Civil liability,Incentives: Criminal liability,Incentives: Fines,Incentives: Imprisonment,Incentives: Subsidies,Risk factors: Bias,Risk factors: Interpretability and explainability,Risk factors: Privacy,Risk factors: Reliability,Risk factors: Reliability: Robustness,Risk factors: Safety,Risk factors: Security,Risk factors: Security: Cybersecurity,Risk factors: Security: Dissemination,Risk factors: Transparency,Strategies: Convening,Strategies: Disclosure,Strategies: Disclosure: About evaluation,Strategies: Disclosure: About incidents,Strategies: Disclosure: About inputs,Strategies: Disclosure: Accuracy thereof,Strategies: Disclosure: In deployment,Strategies: Disclosure: In standard form,Strategies: Evaluation,Strategies: Evaluation: Adversarial testing,Strategies: Evaluation: Conformity assessment,Strategies: Evaluation: External auditing,Strategies: Evaluation: Impact assessment,Strategies: Evaluation: Post-market monitoring,Strategies: Governance development,Strategies: Government study or report,Strategies: Government support,Strategies: Government support: AI workforce-related,Strategies: Government support: For R&D,Strategies: Input controls,Strategies: Input controls: Compute circulation,Strategies: Input controls: Compute use,Strategies: Input controls: Data circulation,Strategies: Input controls: Data use,"Strategies: Licensing, registration, and certification",Strategies: New institution,Strategies: Performance requirements,Strategies: Pilots and testbeds,Strategies: Tiering,Strategies: Tiering: Tiering based on domain of application,Strategies: Tiering: Tiering based on generality,Strategies: Tiering: Tiering based on impact,Strategies: Tiering: Tiering based on inputs,Strategies: Tiering: Tiering based on planning ability
241,"National Defense Authorization Act for Fiscal Year 2024, Section 1090 (""Conduct of weather reconnaissance in the United States"")","FY2024 NDAA, Section 1090 (""Conduct of weather reconnaissance in the United States"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,"Instructs the 53rd Weather Reconnaissance Squadron of the Air Force Reserve Command to use autonomous platform observations to improve water management decision-making and flood forecasting, if the Squadron uses certain available resources.","Requires the Secretary of Commerce to submit to the congressional science committees a report on the resources necessary for the National Oceanic and Atmospheric Administration to invest in emerging technologies that improve weather forecasting.

Permits the 53rd Weather Reconnaissance Squadron of the Air Force Reserve Command and the Administrator of the National Oceanic and Atmospheric Administration to use aircraft, personnel, and equipment necessary to improve the accuracy and efficacy of weather monitoring and water management, including through advanced technological methods.

Instructs the Squadron to use autonomous platform observations to improve water management decision-making and flood forecasting, if it uses the resources named in the above paragraph.

Requires the Secretary of the Air Force to submit to the appropriate congressional committees a report on the resources used and required by the Air Force and the National Oceanic and Atmospheric Administration to improve weather monitoring and water management.",Strategies: Government study or report;Strategies: Government support;Strategies: Performance requirements;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
838,"Securing Growth and Robust Leadership in American Aviation Act, Sec. 1024 (""Technology Review of Artificial Intelligence and Machine Learning Technologies"")","American Aviation Act, Sec. 1024 (""Review of AI and ML Technologies"")",https://www.congress.gov/bill/118th-congress/house-bill/3935,U.S. federal laws,Requires the Administrator of the Federal Aviation Administration to conduct a review of current and planned AI and machine learning technologies to enhance airport efficiency and safety. Asks the administrator to consider best practices from previous applications of AI in enhancing airport operations. ,"Requires the Administrator to conduct a review of current and planned AI and machine learning technologies to enhance airport efficiency and safety.

Asks the Administrator to consider best practices and lessons learned from domestic and international AI and machine learning applications.

Permits coordination with other Federal agencies to identify China's use of AI and machine learning in airport operations.

Mandates the review to include AI and machine learning applications in jet bridges, airport service vehicles, aircraft taxi, air traffic control operations, and other areas deemed necessary by the Administrator.

Obligates the Administrator to submit a report to Congress within one year detailing the review's findings.",Applications: Transportation;Strategies: Evaluation;Applications: Transportation;Strategies: Convening;Strategies: Evaluation;Applications: Transportation;Strategies: Government study or report,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
839,"Securing Growth and Robust Leadership in American Aviation Act, Sec. 1028 (""Air Traffic Control Training"")","American Aviation Act, Sec. 1028 (""Air Traffic Control Training"")",https://www.congress.gov/bill/118th-congress/house-bill/3935,U.S. federal laws,Requires the Administrator of the Federal Aviation Administration to assess the benefits of deploying AI and other advanced technologies in enhancing air traffic controller training. Mandates the Administrator to submit a report to Congress on research findings within one year.,"Mandates the Administrator to carry out a research program assessing the benefits of deploying advanced technologies such as AI to modernize, enhance, and streamline on-the-job training for FAA air traffic controllers.

Includes collaboration with labor organizations and other stakeholders in the research program.

Obligates the Administrator to report findings to Congress within 1 year of the Act's enactment.",Applications: Transportation;Strategies: Evaluation;Strategies: Government study or report;Applications: Government: other applications/unspecified;Strategies: Convening;Strategies: Government study or report,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
840,"Securing Growth and Robust Leadership in American Aviation Act, Sec. 908 (""Part 107 Waiver Improvements"")","American Aviation Act, Sec. 908 (""Part 107 Waiver Improvements"")",https://www.congress.gov/bill/118th-congress/house-bill/3935,U.S. federal laws,"Requires the Administrator of the Federal Aviation Administration to leverage big data analytics and machine learning in reviewing requests for certificates of waiver under section 107.200 of title 14, Code of Federal Regulations.Requires the Administrator of the Federal Aviation Administration to improve waiver request processes by leveraging big data analytics and machine learning.Adopts a performance- and risk-based approach for waiver requests. Prohibits open-ended prompts unless necessary. Utilizes big data and machine learning for waiver data. Publishes waivers online, protecting proprietary info. Expedites similar waiver modifications and renewals. Considers property access control.","Requires the Administrator of the Federal Aviation Administration to leverage big data analytics and machine learning in reviewing requests for certificates of waiver under section 107.200 of title 14, Code of Federal Regulations.Adopts a performance- and risk-based approach for reviewing waiver requests under section 107.200 of title 14, CFR.

Improves the waiver application process and prohibits the use of open-ended descriptive prompts, except for unusual or irregular operations.

Leverages data, including big data analytics and machine learning, from previous waiver requests.

Requires consideration of control over access to real property within the operation area and recognizes safety enhancements from such control.

Publishes all issued certificates of waiver on the FAA website, including terms, conditions, limitations, and airspace class, while protecting proprietary information.

Allows streamlined approval for waiver applications substantially similar to previously approved ones.

Establishes an expedited review process for modifying or renewing previously issued waivers.",Strategies: Governance development,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1161,"James M. Inhofe National Defense Authorization Act for Fiscal Year 2023, Section 6718 (""Certification relating to information technology and software systems"")","FY2023 NDAA, Section 6718 (""Certification relating to information technology and software systems"")",https://www.congress.gov/bill/117th-congress/house-bill/7776/text,NDAA provisions;U.S. federal laws,Requires heads of intelligence elements to certify IT systems' compatibility with AI before renewing or entering into new contracts. Mandates the Director of National Intelligence to provide guidance on incentives for the adoption of new technologies including additional funding and training.,"Mandates compatibility of information technology or software systems with new and emerging technologies, such as artificial intelligence.

Incentivizes adoption and integration of new technologies and decommissioning outdated systems, including potential funding enhancements.

Holds intelligence community personnel accountable for integrating new technologies, supported by training programs and evaluations.",Applications: Government: military and public safety;Strategies: Government support;Strategies: Government support: AI workforce-related;Strategies: Governance development;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1736,"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 125 (""Designation of official responsible for autonomous surface and underwater dual-modality vehicles"")","FY2025 NDAA, Section 125 (""Designation of official responsible for autonomous surface and underwater dual-modality vehicles"")",https://www.congress.gov/bill/118th-congress/house-bill/5009/text,FY2025 NDAA;NDAA provisions,Requires the Secretary of the Navy to designate an official responsible for developing and acquiring surface and underwater autonomous vehicles.,"Requires the Secretary of the Navy to designate an official responsible for developing and acquiring advanced autonomous surface and underwater vehicles within 180 days of enactment.

Mandates the inclusion of a dedicated program element within the Navy's budget for these autonomous vehicles' development and acquisition.",Applications: Government: military and public safety;Strategies: Government support;Applications: Transportation;Strategies: Government support: For R&D,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1737,"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section Title XV, Subtitle D (""Artificial Intelligence"")","FY2025 NDAA, Title XV, Subtitle D (""Artificial Intelligence"")",https://www.congress.gov/bill/118th-congress/house-bill/5009/text,FY2025 NDAA;NDAA provisions,"Eestablishes an initiative to improve the usability of AI systems through human factors, an expansion plan for high-performance computing infrastructure, a cost budgeting plan for data used in AI, and a report on the feasibility and advisability of a center(s) for AI-enabled weapon systems. ","Establishes an initiative to improve the usability of AI systems, that are used by Department of Defense personnel, by considering human factors and cognitive ergonomics. It mandates the development of a guidance plan for their inclusion and evaluation in current and future programs. 

Establishes a program for high-performance computing infrastructure to support advanced AI capabilities, ensuring non-duplication with Department of Energy efforts. The instrument mandates the development of a roadmap that assesses the anticipated compute requirements, security standards, and relevant resources for the infrastructure required to enable advanced AI capabilities. 

Mandates developing a plan for costs and budgeting related to data used for various stages in the AI development and deployment lifecycle. This plan must include budgets for current programs and programs established by the enactment of this Act, as well as, costs related to data procurement, preparation, protection, and analysis. 

Requires the Secretary of Defense to evaluate the feasibility of centers of excellence for AI-enabled weapon systems, focusing on national and international collaboration, training of personnel, and best practices. Requires a report and briefing to Congress.",Strategies: Convening;Strategies: Disclosure;Strategies: Convening;Strategies: Disclosure: In deployment;Strategies: Disclosure: About evaluation;Strategies: Convening;Strategies: Performance requirements;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: Evaluation;Strategies: Evaluation: Conformity assessment;Strategies: Governance development;Applications: Government: military and public safety;Risk factors: Interpretability and explainability;Strategies: Government support;Strategies: Government support: For R&D;Applications: Government: military and public safety;Strategies: Input controls: Compute use;Strategies: Input controls;Strategies: Governance development;Applications: Government: military and public safety;Strategies: Performance requirements;Strategies: Input controls;Strategies: Input controls: Data use;Strategies: Convening;Strategies: Governance development;Strategies: Convening;Strategies: Evaluation;Strategies: Evaluation: Post-market monitoring;Strategies: Government study or report;Strategies: Governance development;Strategies: Disclosure;Strategies: Disclosure: About inputs;Applications: Government: military and public safety;Strategies: Evaluation;Strategies: Convening;Strategies: Government support: AI workforce-related;Strategies: Government support;Strategies: Governance development;Strategies: Government study or report;Strategies: Governance development;Strategies: Disclosure,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,True,False,True,False,True,False,True,False,False,True,True,True,True,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False,False
1738,"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 6506 (""Enhancement of authority for intelligence community public-private talent exchanges"")","FY2025 NDAA, Section 6506 (""Enhancement of authority for intelligence community public-private talent exchanges"")",https://www.congress.gov/bill/118th-congress/house-bill/5009/text,FY2025 NDAA;NDAA provisions,"Amends the Intelligence Authorization Act to enhance intelligence community-private sector exchanges, focusing on fields like AI.","Amends section 5306 to require public-private talent exchanges in intelligence or counterintelligence to focus on fields including artificial intelligence.

Extends the duration of temporary details for such exchanges from 3 years to 5 years.

Prohibits private-sector employees detailed to the intelligence community from accessing trade secrets or proprietary information.

Clarifies that participation in the exchange program does not create an organizational conflict of interest solely by virtue of involvement.

Requires implementation of systems to address any identified conflicts of interest.

Mandates the Director of National Intelligence to submit annual reports to Congress on the implementation and use of the exchange program, including recommendations for improvements, for three consecutive years.",Strategies: Government support;Strategies: Government support: AI workforce-related;Strategies: Convening;Strategies: Government support;Strategies: Governance development;Strategies: Government study or report,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1739,"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 6504 (""Establishment of Artificial Intelligence Security Center"")","FY2025 NDAA, Section 6504 (""Establishment of Artificial Intelligence Security Center"")",https://www.congress.gov/bill/118th-congress/house-bill/5009/text,FY2025 NDAA;NDAA provisions,Establishes the Artificial Intelligence Security Center within the NSA to develop guidance against counter-AI techniques and promote secure AI practices.,"Mandates the Director of the National Security Agency to establish an Artificial Intelligence Security Center within 90 days of the Act's enactment.

Requires the Center to develop guidance to prevent or mitigate counter-artificial intelligence techniques.

Promotes secure artificial intelligence adoption practices for managers of national security systems and the defense industrial base.",Strategies: New institution;Strategies: Governance development;Strategies: Evaluation;Strategies: Evaluation: Adversarial testing;Applications: Government: military and public safety;Risk factors: Security,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1740,"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1638 (""Sense of Congress with respect to use of artificial intelligence to support strategic deterrence"")","FY2025 NDAA, Section 1638 (""Sense of Congress with respect to use of artificial intelligence to support strategic deterrence"")",https://www.congress.gov/bill/118th-congress/house-bill/5009/text,FY2025 NDAA;NDAA provisions,Declares that it is the policy of the United States to ensure AI use does not undermine nuclear safeguards or the principle of human decision-making with respect to the use of nuclear weapons.,"Expresses the sense of Congress that artificial intelligence and machine learning can strengthen strategic communications, improve planning efficiency, and enhance modeling capabilities for stockpile stewardship.

Emphasizes the need for caution to prevent AI from compromising critical strategic assets.

Establishes U.S. policy that AI use should not undermine nuclear safeguards, affect weapon system functionality, or alter the validation of command communications.

Requires positive human actions for nuclear weapon employment decisions by the President to remain intact.",Risk factors: Security;Applications: Government: military and public safety;Harms: Harm to health/safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1741,"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1547 (""Joint partner-sharing network capabilities for Middle East defense integration"")","FY2025 NDAA, Section 1547 (""Joint partner-sharing network capabilities for Middle East defense integration"")",https://www.congress.gov/bill/118th-congress/house-bill/5009/text,FY2025 NDAA;NDAA provisions,"Obliges the Chief Data and Artificial Intelligence Officer to develop policies for a combatant command warfighter forum on AI, considering purposes such as AI tool use cases, risk categorization, and training needs.","Obliges the Chief Data and Artificial Intelligence Officer to develop policies for a combatant command warfighter forum on AI, considering purposes such as AI tool use cases, risk categorization, and training needs.

Demands identification of opportunities for AI cooperation with regional partners and allies.

Directs the Secretary of Defense to submit a report to congressional defense committees detailing the initiatives, challenges, and policy needs for a combatant command warfighter forum on AI.",Applications: Government: military and public safety;Strategies: Convening;Strategies: Governance development;Strategies: Government study or report,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1742,"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1515 (""Protective measures for mobile devices within the Department of Defense"")","FY2025 NDAA, Section 1515 (""Protective measures for mobile devices within the Department of Defense"")",https://www.congress.gov/bill/118th-congress/house-bill/5009/text,FY2025 NDAA;NDAA provisions,"Orders an evaluation of potential protective measures for mobile devices within the Department of Defense, including defenses against AI-driven smishing and phishing.","Requires the Secretary of Defense to evaluate cybersecurity products and services for mobile devices to enhance the Department of Defense's cybersecurity.

Evaluates technologies such as anonymizing-enabling technologies, network-enabled content inspection, on-device VPNs, and AI-based protection against smishing, phishing, and text/email compromises.

Assesses the efficacy and scalability of these technologies within the Department of Defense and their integration with existing cybersecurity architecture.

Mandates submission of a report to congressional defense committees within 270 days detailing findings and recommendations on procuring or incorporating evaluated technologies.",Strategies: Evaluation: Impact assessment;Risk factors: Security;Risk factors: Security: Cybersecurity;Strategies: Tiering;Strategies: Evaluation;Strategies: Government study or report,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1743,"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1514 (""Management and cybersecurity of multi-cloud environments"")","FY2025 NDAA, Section 1514 (""Management and cybersecurity of multi-cloud environments"")",https://www.congress.gov/bill/118th-congress/house-bill/5009/text,FY2025 NDAA;NDAA provisions,Mandates the Secretary of Defense to assess means to increase the use of AI in the DoD's multi-cloud environment and identify policies and processes to enforce Government data is protected in the training of AI models.,"Mandates the Secretary of Defense to develop a multi-cloud management and cybersecurity strategy within 180 days.

Requires the strategy to include the assessment of means to increase AI adoption in multi-cloud environments and the identification of opportunities for better data use and storage planning, enforcing government data protection in AI training.

Requires a briefing to congressional defense committees within 240 days.",Applications: Government: military and public safety;Strategies: Input controls;Risk factors: Security;Risk factors: Security: Cybersecurity;Strategies: Input controls: Data use,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1744,"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1087 (""Establishment of Department of Defense working group on multilateral artificial intelligence coordination"")","FY2025 NDAA, Section 1087 (""Establishment of Department of Defense working group on multilateral artificial intelligence coordination"")",https://www.congress.gov/bill/118th-congress/house-bill/5009/text,FY2025 NDAA;NDAA provisions,Demands the Secretary of Defense to establish a Department of Defense working group to coordinate AI initiatives with allies.,"Demands the Secretary of Defense to establish a Department of Defense working group to coordinate AI initiatives with U.S. allies and partners within 90 days of the Act's enactment.

Designates a senior civilian or military officer to lead the group and determines allied participation.

Requires the group to develop AI strategies and interoperability for intelligence sharing, battlespace awareness, and other defense operations.

Mandates managing AI data security and evaluating defense industrial capabilities for AI integration.

Ensures knowledge and technical data remain under the control of the originating country’s export laws.

Terminates the group on September 30, 2028, unless extended for national security reasons by the Secretary.

Defines key terms such as ""battlespace awareness"" and ""covered operational use.""",Strategies: New institution;Strategies: Convening;Strategies: Convening;Applications: Government: military and public safety;Strategies: Evaluation;Strategies: Governance development;Risk factors: Security,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
1745,"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1078 (""Study and report on Department of Defense use of unmanned ground vehicle systems manufactured by certain foreign entities"")","FY2025 NDAA, Section 1078 (""Study and report on Department of Defense use of unmanned ground vehicle systems manufactured by certain foreign entities"")",https://www.congress.gov/bill/118th-congress/house-bill/5009/text,FY2025 NDAA;NDAA provisions,"Requires the Secretary of Defense to study and report on the use of unmanned ground vehicle systems produced by specified foreign adversaries, and prohibits procuring the systems if a national security threat is found.","Mandates the Secretary of Defense to study the use of unmanned ground vehicle systems by the Department of Defense manufactured by certain foreign entities.

Requires submission of a report to congressional defense committees within 180 days, assessing usage, national security threats, and identifying foreign manufacturers.

Calls for the evaluation of cybersecurity risks, technological vulnerabilities, and the foreign entities' military-civil nexus.

Demands an assessment of the feasibility of the Defense Innovation Unit developing a list of U.S. manufacturers.

Mandates an evaluation of whether a prohibition on procuring and operating these systems is advisable for U.S. national security.

Prohibits procurement and operation of these systems by the Department of Defense one year after the report submission, unless deemed in the national interest.

Exempts this prohibition if recommended as not in the best national security interest.

Defines ""covered foreign countries"" including China, Russia, Iran, and North Korea.",Strategies: Government study or report;Applications: Government: military and public safety;Applications: Transportation;Strategies: Evaluation;Risk factors: Security: Cybersecurity;Risk factors: Security;Applications: Transportation;Applications: Government: military and public safety;Risk factors: Security;Applications: Transportation;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1746,"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1069 (""Biodefense posture reviews"")","FY2025 NDAA, Section 1069 (""Biodefense posture reviews"")",https://www.congress.gov/bill/118th-congress/house-bill/5009/text,FY2025 NDAA;NDAA provisions,Requires a review of methods to protect against biological attacks using AI and related topics.,"Requires the Secretary of Defense to conduct comprehensive biodefense posture reviews by December 31, 2026, and December 31, 2029.

Mandates inclusion of an inventory and assessment of existing biodefense strategies and policies, relevant biological threats, and current Department of Defense programs related to biological threats.

Identifies methods using artificial intelligence and cyber capabilities to address biological attacks.

Recommends strengthening biodefense capabilities and improving interagency coordination.

Requires submittal of a review to congressional defense committees within 30 days of completion.

Specifies that reviews must be unclassified but may include a classified annex.",Risk factors: Safety;Harms: Harm to health/safety;Strategies: Evaluation;Strategies: Government study or report;Strategies: Governance development;Applications: Government: military and public safety;Strategies: Government study or report,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1747,"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1066 (""Reports on approval and deployment of lethal autonomous weapon systems"")","FY2025 NDAA, Section 1066 (""Reports on approval and deployment of lethal autonomous weapon systems"")",https://www.congress.gov/bill/118th-congress/house-bill/5009/text,FY2025 NDAA;NDAA provisions,Requires the Secretary of Defense to submit annual reports on DoD approvals and deployments of lethal autonomous weapon systems to the congressional defense committees.,"Mandates the Secretary of Defense to submit annual reports to congressional defense committees on lethal autonomous weapon systems by December 31, 2025, and annually until December 31, 2029.

Requires inclusion of a comprehensive list of lethal autonomous weapon systems approved for use, waived from review, under review, and not approved, along with relevant dates.

Specifies that the initial report should cover all relevant periods as determined by the Secretary, while subsequent reports cover periods since the last report.

Allows for reports to be unclassified but permits a classified annex.",Strategies: Government study or report;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1748,"Servicemember Quality of Life Improvement and National Defense Authorization Act for Fiscal Year 2025, Section 1032 (""Competitive demonstration of large and extra large unmanned underwater vehicles"")","FY2025 NDAA, Section 1032 (""Competitive demonstration of large and extra large unmanned underwater vehicles"")",https://www.congress.gov/bill/118th-congress/house-bill/5009/text,FY2025 NDAA;NDAA provisions,Requires the Navy to demonstrate large and extra large unmanned underwater vehicles by June 2025 and conduct related assessments.,"Mandates the Secretary of the Navy to conduct a competitive demonstration of large and extra large unmanned underwater vehicles by June 1, 2025, in coordination with relevant military entities.

Requires evaluation of user feedback on these vehicles as well as vehicles' integration with mission autonomy planning, capability in contested environments, performance attributes, technical maturity, and cost to procure, operate, and sustain.

Permits the use of fiscal year 2025 Navy funds for research, development, and demonstration activities.

Obligates the Secretary of the Navy and the Commander of the United States Indo-Pacific Command to submit assessments to congressional defense committees by September 1, 2025, which may include recommendations and validation of underwater vehicle requirements.

Defines the vehicles as capable of submerged operation while supporting one or more missions with modular payload integration and a minimum range of 1,000 nautical miles.",Risk factors: Reliability;Risk factors: Reliability: Robustness;Strategies: Evaluation;Applications: Transportation;Applications: Government: military and public safety;Strategies: Government support;Strategies: Government support: For R&D;Applications: Transportation;Strategies: Evaluation;Strategies: Disclosure;Strategies: Government study or report;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
